,link,title,year,country,genre,rating,director,director_bio,birthday,death
123,https://www.ivi.ru//watch/224249,Ищу попутчика,2014,Россия,Мелодрамы,7.0,Денис Елеонский,"{'id': 1805690, 'name': 'Денис Елеонский', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/00d25a79-da1f-4304-a6dc-49cc9f909986/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1970-11-27T00:00:00.000Z', 'death': '', 'age': 54}",1970-11-27,
124,https://www.ivi.ru//watch/191427,Семейное счастье,2013,Россия,Мелодрамы,7.2,Виктория Держицкая,"{'id': 1814007, 'name': 'Виктория Держицкая', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/7b2ad580-4b2a-46bb-be9f-673cbdf072a1/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1968-10-09T00:00:00.000Z', 'death': '', 'age': 56}",1968-10-09,
125,https://www.ivi.ru//watch/otpechatok-lyubvi,Отпечаток любви,2013,Россия,Мелодрамы,7.2,Вадим Арапов,"{'id': 1801252, 'name': 'Вадим Арапов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/4b35401e-e6ca-4f0a-91d4-6f7b04de2cab/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1965-05-26T00:00:00.000Z', 'death': '', 'age': 59}",1965-05-26,
126,https://www.ivi.ru//watch/224250,Любовь из пробирки,2013,Россия,Мелодрамы,7.4,Илья Хотиненко,"{'id': 573258, 'name': 'Илья Хотиненко', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/6a8de9af-cba7-4dcf-9930-fbcaa427a71b/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1972-11-15T00:00:00.000Z', 'death': '', 'age': 52}",1972-11-15,
127,https://www.ivi.ru//watch/vera-2024,Вера,2024,Россия,Драмы,6.8,Ира Волкова,"{'id': 3149142, 'name': 'Ира Волкова', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/10592371/304472bb-7247-4792-b0db-954650261d2a/orig', 'sex': 'Женский', 'growth': 166, 'birthday': '1977-08-25T00:00:00.000Z', 'death': '', 'age': 47}",1977-08-25,
128,https://www.ivi.ru//watch/101639,Волкодав,2006,Россия,Боевики,7.2,Николай Лебедев,"{'id': 10157691, 'name': 'Николай Лебедев', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
129,https://www.ivi.ru//watch/50668,Мужчина для жизни,2008,Россия,Комедии,7.1,Галина Кувивчак-Сахно,"{'id': 1627853, 'name': 'Галина Кувивчак-Сахно', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/607af3bb-07f1-48b1-a2a5-d0f2d5551cc6/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1968-03-02T00:00:00.000Z', 'death': '', 'age': 56}",1968-03-02,
130,https://www.ivi.ru//watch/189148,Ночная смена,2018,Россия,Комедии,7.6,Марюс Вайсберг,"{'id': 42472, 'name': 'Марюс Вайсберг', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/4483445/6c8ba565-40d4-4c10-a156-2dc5814d4702/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-04-01T00:00:00.000Z', 'death': '', 'age': 53}",1971-04-01,
131,https://www.ivi.ru//watch/144750,Монах и бес,2016,Россия,Комедии,7.7,Николай Досталь,"{'id': 269746, 'name': 'Николай Досталь', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/d2b43bea-a524-457b-8102-0c33189d1416/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1946-05-21T00:00:00.000Z', 'death': '2023-01-18T00:00:00.000Z', 'age': 76}",1946-05-21,2023-01-18
132,https://www.ivi.ru//watch/149186,Дом для двоих,2009,Россия,Мелодрамы,6.5,Сергей Алешечкин,"{'id': 1627405, 'name': 'Сергей Алешечкин', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
133,https://www.ivi.ru//watch/duel-korolev,Дуэль королев,2022,Россия,Детективы,6.8,Мария Маханько,"{'id': 774284, 'name': 'Мария Маханько', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/dbc87c12-456d-43d7-ad7c-7cea72866429/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1980-03-18T00:00:00.000Z', 'death': '', 'age': 44}",1980-03-18,
134,https://www.ivi.ru//watch/138478,Заезжий молодец,2014,Россия,Мелодрамы,7.8,Кира Ангелина,"{'id': 1601777, 'name': 'Кира Ангелина', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/f51d5eca-2592-4cbe-9b94-2d79b05e76fc/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1973-08-31T00:00:00.000Z', 'death': '', 'age': 51}",1973-08-31,
135,https://www.ivi.ru//watch/103401,Марафон,2013,Россия,Комедии,7.0,Карен Оганесян,"{'id': 2908243, 'name': 'Карен Оганесян', 'enName': 'Karen Hovhannisyan', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
136,https://www.ivi.ru//watch/53033,Звезда,2002,Россия,Боевики,7.8,Николай Лебедев,"{'id': 10157691, 'name': 'Николай Лебедев', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
137,https://www.ivi.ru//watch/133406,Золотая невеста,2014,Россия,Комедии,6.7,Роман Барабаш,"{'id': 1712778, 'name': 'Роман Барабаш', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/46066858-bebd-4cf1-83ca-eda46c5aaae5/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-06-16T00:00:00.000Z', 'death': '', 'age': 49}",1975-06-16,
138,https://www.ivi.ru//watch/kuda-uhodyat-dozhdi,Куда уходят дожди,2016,Россия,Мелодрамы,7.1,Алексей Карелин,"{'id': 910853, 'name': 'Алексей Карелин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/91a25733-cc2e-437d-a05d-3a274761bada/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1967-10-10T00:00:00.000Z', 'death': '', 'age': 57}",1967-10-10,
139,https://www.ivi.ru//watch/vernost,Верность,2017,Россия,Мелодрамы,7.1,Кира Ангелина,"{'id': 1601777, 'name': 'Кира Ангелина', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/f51d5eca-2592-4cbe-9b94-2d79b05e76fc/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1973-08-31T00:00:00.000Z', 'death': '', 'age': 51}",1973-08-31,
140,https://www.ivi.ru//watch/85491,Другое лицо,2008,Россия,Мелодрамы,6.0,Игорь Штернберг,"{'id': 318134, 'name': 'Игорь Штернберг', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/6ce42a3c-3e25-41b9-8cc2-9363089dcfbf/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1961-08-19T00:00:00.000Z', 'death': '', 'age': 63}",1961-08-19,
141,https://www.ivi.ru//watch/159997,Как же быть сердцу 2,2010,Россия,Мелодрамы,8.0,Андрей Селиванов,"{'id': 6917833, 'name': 'Андрей Селиванов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
142,https://www.ivi.ru//watch/zagadka-sangaku,Загадка Сангаку,2024,Россия,Детективы,7.3,Алёна Райнер,"{'id': 1620650, 'name': 'Алёна Райнер', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/e948a069-02cf-494e-899f-b3142e46d3b4/orig', 'sex': 'Женский', 'growth': 165, 'birthday': '1980-07-30T00:00:00.000Z', 'death': '', 'age': 44}",1980-07-30,
143,https://www.ivi.ru//watch/459832,Решала: Брат,2022,Россия,Драмы,6.8,Александр Амиров,"{'id': 3686104, 'name': 'Александр Амиров', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
144,https://www.ivi.ru//watch/zhenih,Жених,2011,Россия,Мелодрамы,6.5,Станислав Мареев,"{'id': 1652857, 'name': 'Станислав Мареев', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/50b59ef7-d8e2-46d7-be57-eef23cda60d3/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1970-05-07T00:00:00.000Z', 'death': '', 'age': 54}",1970-05-07,
145,https://www.ivi.ru//watch/414331,Решала. Нулевые,2019,Россия,Криминал,7.6,Жаргал Бадмацыренов,"{'id': 2383893, 'name': 'Жаргал Бадмацыренов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/282c28e4-8def-43eb-b4fe-26aa6072957a/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1980-05-28T00:00:00.000Z', 'death': '', 'age': 44}",1980-05-28,
146,https://www.ivi.ru//watch/208079,Папы,2022,Россия,Комедии,8.3,Анна Матисон,"{'id': 1824701, 'name': 'Анна Матисон', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/7ce80727-640e-4ff6-adbc-975575a140c9/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1983-07-08T00:00:00.000Z', 'death': '', 'age': 41}",1983-07-08,
147,https://www.ivi.ru//watch/85467,Мама напрокат,2010,Россия,Комедии,7.3,Николай Михайлов,"{'id': 485539, 'name': 'Николай Михайлов', 'enName': 'Nikolay Mihaylov', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
148,https://www.ivi.ru//watch/lyubimyie-zhenschinyi-kazanovyi,Любимые женщины Казановы,2014,Россия,Мелодрамы,7.9,Сергей Быстрицкий,"{'id': 128002, 'name': 'Сергей Быстрицкий', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/011704f2-73e4-4e80-847c-815a1ec9d78c/orig', 'sex': 'Мужской', 'growth': 176, 'birthday': '1963-06-12T00:00:00.000Z', 'death': '', 'age': 61}",1963-06-12,
149,https://www.ivi.ru//watch/442296,Шугалей 2,2020,Россия,Боевики,7.9,Максим Бриус,"{'id': 1691716, 'name': 'Максим Бриус', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/8ed4f511-bc15-428b-831e-e0f1947e225d/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1968-01-11T00:00:00.000Z', 'death': '', 'age': 57}",1968-01-11,
150,https://www.ivi.ru//watch/zhenschina_zima,Женщина-зима,2009,Россия,Мелодрамы,7.5,Сергей Комаров,"{'id': 2539252, 'name': 'Сергей Комаров', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
151,https://www.ivi.ru//watch/498046,Девушка на миллион,2022,Россия,Комедии,5.3,Мария Ефремова,"{'id': 6928967, 'name': 'Мария Ефремова', 'enName': '', 'photo': '', 'sex': 'Женский', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
152,https://www.ivi.ru//watch/tetya-tanya,Тетя Таня,2022,Россия,Детективы,6.8,Павел Иванов,"{'id': 7157380, 'name': 'Павел Иванов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
153,https://www.ivi.ru//watch/180852,Дедушка,2016,Россия,Мелодрамы,8.0,Игорь Москвитин,"{'id': 780611, 'name': 'Игорь Москвитин', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '1953-06-25T00:00:00.000Z', 'death': '2024-10-24T00:00:00.000Z', 'age': 71}",1953-06-25,2024-10-24
154,https://www.ivi.ru//watch/450994,Дважды два,2021,Россия,Мелодрамы,5.2,Виталий Манюков,"{'id': 4542416, 'name': 'Виталий Манюков', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/f2043dd0-9473-4a2e-9429-83fbd91a3643/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1992-06-03T00:00:00.000Z', 'death': '', 'age': 32}",1992-06-03,
155,https://www.ivi.ru//watch/193398,Решение о ликвидации,2018,Россия,Боевики,7.5,Александр Аравин,"{'id': 273285, 'name': 'Александр Аравин', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/10809116/14b07c8b-c349-46fb-b89b-475deb84f202/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1958-06-29T00:00:00.000Z', 'death': '2021-08-04T00:00:00.000Z', 'age': 63}",1958-06-29,2021-08-04
156,https://www.ivi.ru//watch/prosche-parenoj-repyi,Проще пареной репы,2016,Россия,Мелодрамы,7.3,Иван Криворучко,"{'id': 1746905, 'name': 'Иван Криворучко', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/644d5d3d-5c03-4111-80f1-600091640209/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
157,https://www.ivi.ru//watch/istselenie-2015,Исцеление (2013),2015,Россия,Мелодрамы,7.4,Роман Просвирнин,"{'id': 1615475, 'name': 'Роман Просвирнин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/383d9216-f2d5-4104-a7d9-a56610e187e1/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-02-07T00:00:00.000Z', 'death': '', 'age': 49}",1975-02-07,
158,https://www.ivi.ru//watch/132373,Единичка,2015,Россия,Военные,8.0,Кирилл Белевич,"{'id': 287160, 'name': 'Кирилл Белевич', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/9b84a573-e883-4ac6-a939-aef8cbe44f68/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1971-01-13T00:00:00.000Z', 'death': '', 'age': 54}",1971-01-13,
159,https://www.ivi.ru//watch/198341,Особенности национальной охоты в зимний период,2000,Россия,Комедии,7.9,Александр Рогожкин,"{'id': 39440, 'name': 'Александр Рогожкин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/054b16e8-6321-4de7-9b28-a4e41ed338f4/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1949-10-03T00:00:00.000Z', 'death': '2021-10-23T00:00:00.000Z', 'age': 72}",1949-10-03,2021-10-23
160,https://www.ivi.ru//watch/498820,Тыгын Дархан,2020,Россия,Драмы,6.6,Никита Аржаков,"{'id': 1843619, 'name': 'Никита Аржаков', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/cfd9cb6d-77a0-4008-8b2c-2064f39a6217/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1962-09-10T00:00:00.000Z', 'death': '', 'age': 62}",1962-09-10,
161,https://www.ivi.ru//watch/415622,Ржев,2019,Россия,Военные,8.1,Игорь Копылов,"{'id': 7080096, 'name': 'Игорь Копылов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '1962-07-20T00:00:00.000Z', 'death': '', 'age': 62}",1962-07-20,
162,https://www.ivi.ru//watch/nezabudki,Незабудки,2013,Россия,Мелодрамы,7.6,Юрий Павлов,"{'id': 1809644, 'name': 'Юрий Павлов', 'enName': 'Yuri Pavlov', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
163,https://www.ivi.ru//watch/235587,Нефутбол,2021,Россия,Комедии,7.8,Максим Свешников,"{'id': 566950, 'name': 'Максим Свешников', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/0551e2f5-6ff8-4add-b5b0-c3464e950b79/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1985-09-19T00:00:00.000Z', 'death': '', 'age': 39}",1985-09-19,
164,https://www.ivi.ru//watch/495827,Жанна,2022,Россия,Драмы,7.4,Константин Статский,"{'id': 1737878, 'name': 'Константин Статский', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/50ed5737-1d27-4fca-b34d-9875fc3f55e8/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1978-05-29T00:00:00.000Z', 'death': '', 'age': 46}",1978-05-29,
165,https://www.ivi.ru//watch/2533,"Здравствуйте, мы ваша крыша!",2005,Россия,Комедии,6.4,Виталий Мухаметзянов,"{'id': 566778, 'name': 'Виталий Мухаметзянов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/79732d18-a142-4680-a609-17e7db785f09/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1965-03-14T00:00:00.000Z', 'death': '2016-10-12T00:00:00.000Z', 'age': 51}",1965-03-14,2016-10-12
166,https://www.ivi.ru//watch/domrabotnitsa-2015,Домработница (2015),2015,Россия,Мелодрамы,7.2,Юсуп Разыков,"{'id': 281003, 'name': 'Юсуп Разыков', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/4ce656b6-49bc-45a3-bf41-d6cb48976b54/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1957-06-05T00:00:00.000Z', 'death': '', 'age': 67}",1957-06-05,
167,https://www.ivi.ru//watch/2749,Побег,2005,Россия,Триллеры,8.2,Егор Кончаловский,"{'id': 231564, 'name': 'Егор Кончаловский', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/2aac0223-daa5-4713-9fd9-f04b0765bcb4/orig', 'sex': 'Мужской', 'growth': 178, 'birthday': '1966-01-15T00:00:00.000Z', 'death': '', 'age': 59}",1966-01-15,
168,https://www.ivi.ru//watch/dom-spyaschih-krasavits,Дом спящих красавиц,2014,Россия,Мелодрамы,7.7,Сергей Комаров,"{'id': 2539252, 'name': 'Сергей Комаров', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
169,https://www.ivi.ru//watch/dochki-materi,Дочки-матери,2009,Россия,Мелодрамы,7.0,Андрей Селиванов,"{'id': 6917833, 'name': 'Андрей Селиванов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
170,https://www.ivi.ru//watch/vasilki,Васильки,2013,Россия,Мелодрамы,7.4,Игорь Мужжухин,"{'id': 245797, 'name': 'Игорь Мужжухин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/0e6beece-8c14-4648-b31c-efb2891088fc/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1962-02-04T00:00:00.000Z', 'death': '', 'age': 62}",1962-02-04,
171,https://www.ivi.ru//watch/504204,Беспринципные в деревне,2023,Россия,Комедии,7.2,Роман Прыгунов,"{'id': 231275, 'name': 'Роман Прыгунов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/d25935e2-653d-4a68-929f-4d646d8906fa/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1969-05-26T00:00:00.000Z', 'death': '', 'age': 55}",1969-05-26,
172,https://www.ivi.ru//watch/498153,Сквозь время,2023,Россия,Фантастика,6.8,Александр Богуславский,"{'id': 3097324, 'name': 'Александр Богуславский', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/d1ee1d41-9332-4981-926b-5956f740ad7d/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1989-02-09T00:00:00.000Z', 'death': '', 'age': 35}",1989-02-09,
173,https://www.ivi.ru//watch/532237,Как я встретил её маму,2024,Россия,Комедии,7.1,Егор Сальников,"{'id': 1698330, 'name': 'Егор Сальников', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10671298/a8fa2e16-d3db-4545-9fe4-53eaa51e49b8/orig', 'sex': 'Мужской', 'growth': 177, 'birthday': '1988-02-16T00:00:00.000Z', 'death': '', 'age': 36}",1988-02-16,
174,https://www.ivi.ru//watch/138665,Везучая,2013,Россия,Мелодрамы,7.3,Роман Просвирнин,"{'id': 1615475, 'name': 'Роман Просвирнин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/383d9216-f2d5-4104-a7d9-a56610e187e1/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-02-07T00:00:00.000Z', 'death': '', 'age': 49}",1975-02-07,
175,https://www.ivi.ru//watch/504193,Лёгкое знакомство,2023,Россия,Мелодрамы,6.2,Александр Крестников,"{'id': 7090493, 'name': 'Александр Крестников', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4486362/5a2f00ad-8b6d-4c2d-8c8b-adc35504af7e/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
176,https://www.ivi.ru//watch/517192,Квест,2023,Россия,Приключения,6.3,Иван Архипов,"{'id': 5934216, 'name': 'Иван Архипов', 'enName': '', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
177,https://www.ivi.ru//watch/11191,Снежный человек,2009,Россия,Комедии,6.9,Константин Чармадов,"{'id': 277389, 'name': 'Константин Чармадов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/966d66ab-a9e8-4e10-9dd3-15afde8bf52d/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1962-10-12T00:00:00.000Z', 'death': '', 'age': 62}",1962-10-12,
178,https://www.ivi.ru//watch/lyubka,Любка,2009,Россия,Мелодрамы,8.2,Станислав Митин,"{'id': 1546031, 'name': 'Станислав Митин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/2c9f1aa1-f4f9-46a2-8745-37570c1385f3/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1950-08-05T00:00:00.000Z', 'death': '2023-04-11T00:00:00.000Z', 'age': 72}",1950-08-05,2023-04-11
179,https://www.ivi.ru//watch/mest-2023,Месть,2023,Киргизия,Криминал,6.9,Эрмек Талайбеков,"{'id': 3817242, 'name': 'Эрмек Таалайбеков', 'enName': 'Ermek Talaibekov', 'photo': '', 'sex': 'Мужской', 'growth': 0, 'birthday': '1992-03-29T00:00:00.000Z', 'death': '', 'age': 32}",1992-03-29,
180,https://www.ivi.ru//watch/medovaya-lyubov,Медовая любовь,2011,Россия,Мелодрамы,7.3,Александр Итыгилов мл.,"{'id': 1661655, 'name': 'Александр Итыгилов мл.', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/45801cae-eeaf-4072-8b67-f2c4daa57008/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1974-09-24T00:00:00.000Z', 'death': '', 'age': 50}",1974-09-24,
181,https://www.ivi.ru//watch/70021,Никогда не забуду тебя!,2008,Россия,Мелодрамы,7.1,Сайдо Курбанов,"{'id': 277356, 'name': 'Сайдо Курбанов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/46d856c4-0430-4806-bc98-a1446287e44d/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1947-06-06T00:00:00.000Z', 'death': '', 'age': 77}",1947-06-06,
182,https://www.ivi.ru//watch/zaberi-menya-k-sebe,Забери меня к себе,2024,Россия,Мелодрамы,7.1,Евгений Сологалов,"{'id': 1763597, 'name': 'Евгений Сологалов', 'enName': '', 'photo': 'https:https://avatars.mds.yandex.net/get-kinopoisk-image/10812607/d6622301-c0d6-44ee-a31d-8d38b7bbaf28/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1975-02-20T00:00:00.000Z', 'death': '', 'age': 50}",1975-02-20,
183,https://www.ivi.ru//watch/528414,Дорога к дому,2023,Россия,Драмы,8.1,Иван Шерстников,"{'id': 5935099, 'name': 'Иван Шерстников', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/14a44fef-cee0-47f3-a628-53e4e8bb4d25/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1979-11-17T00:00:00.000Z', 'death': '', 'age': 45}",1979-11-17,
184,https://www.ivi.ru//watch/zagadka-pifagora-3,Загадка Пифагора,2022,Россия,Детективы,7.3,Мария Маханько,"{'id': 774284, 'name': 'Мария Маханько', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/dbc87c12-456d-43d7-ad7c-7cea72866429/orig', 'sex': 'Женский', 'growth': 0, 'birthday': '1980-03-18T00:00:00.000Z', 'death': '', 'age': 44}",1980-03-18,
185,https://www.ivi.ru//watch/446435,Разговорник,2020,Россия,Фильмы-спектакли,7.9,Сергей Сенцов,"{'id': 2338691, 'name': 'Сергей Сенцов', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/fa2e6923-eb46-4aa0-80e7-eabbcc3dd976/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1974-12-30T00:00:00.000Z', 'death': '', 'age': 50}",1974-12-30,
186,https://www.ivi.ru//watch/klubnichnyij-raj,Клубничный рай,2012,Россия,Мелодрамы,6.8,Сергей Гиргель,"{'id': 2461020, 'name': 'Сергей Гиргель', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/4716873/c4c3423d-f218-4f83-8533-504a3061c31b/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1976-12-19T00:00:00.000Z', 'death': '', 'age': 48}",1976-12-19,
187,https://www.ivi.ru//watch/zavtrak-v-postel,Завтрак в постель,2017,Россия,Мелодрамы,7.8,Сергей Краснов,"{'id': 1557685, 'name': 'Сергей Краснов', 'enName': '', 'photo': '', 'sex': '', 'growth': 0, 'birthday': '', 'death': '', 'age': 0}",,
188,https://www.ivi.ru//watch/gatchina-molchanie-silvii,Гатчина. Молчание Сильвии,2024,Россия,Документальные,8.6,Максим Беспалый,"{'id': 2309190, 'name': 'Максим Беспалый', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/10835644/dd350e6a-bdbc-48d9-8dee-b9eec0a14011/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1978-01-01T00:00:00.000Z', 'death': '', 'age': 47}",1978-01-01,
189,https://www.ivi.ru//watch/91834,Отпуск летом,2014,Россия,Мелодрамы,7.6,Артем Насыбулин,"{'id': 1705584, 'name': 'Артем Насыбулин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/8c8ba284-bd18-4fbc-a8e5-a3b3a83696ce/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1977-09-04T00:00:00.000Z', 'death': '', 'age': 47}",1977-09-04,
190,https://www.ivi.ru//watch/2487,Непобедимый,2007,Россия,Боевики,6.9,Олег Погодин,"{'id': 116146, 'name': 'Олег Погодин', 'enName': '', 'photo': 'https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/6788a5bc-d23d-4966-b7d2-7a46506b4607/orig', 'sex': 'Мужской', 'growth': 0, 'birthday': '1965-07-04T00:00:00.000Z', 'death': '', 'age': 59}",1965-07-04,
